company_id,year,cfo_sign,cfi_sign,cff_sign,capital_allocation_pattern,capital_allocation_label
NHPC,2023-03,+,-,-,+--,Reinvestor / Shareholder Returns
NHPC,2024-03,+,-,-,+--,Reinvestor / Shareholder Returns
NTPC,2013-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
NTPC,2014-03,+,-,-,+--,Reinvestor / Shareholder Returns
NTPC,2015-03,+,-,-,+--,Reinvestor / Shareholder Returns
NTPC,2016-03,+,-,-,+--,Reinvestor / Shareholder Returns
NTPC,2017-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
NTPC,2018-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
NTPC,2019-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
NTPC,2020-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
NTPC,2021-03,+,-,-,+--,Reinvestor / Shareholder Returns
NTPC,2022-03,+,-,-,+--,Reinvestor / Shareholder Returns
NTPC,2023-03,+,-,-,+--,Reinvestor / Shareholder Returns
NTPC,2024-03,+,-,-,+--,Reinvestor / Shareholder Returns
ONGC,2013-03,+,-,-,+--,Reinvestor / Shareholder Returns
ONGC,2014-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
ONGC,2015-03,+,-,-,+--,Reinvestor / Shareholder Returns
ONGC,2016-03,+,-,-,+--,Reinvestor / Shareholder Returns
ONGC,2017-03,+,-,-,+--,Reinvestor / Shareholder Returns
ONGC,2018-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
ONGC,2019-03,+,-,-,+--,Reinvestor / Shareholder Returns
ONGC,2020-03,+,-,-,+--,Reinvestor / Shareholder Returns
ONGC,2021-03,+,-,-,+--,Reinvestor / Shareholder Returns
ONGC,2022-03,+,-,-,+--,Reinvestor / Shareholder Returns
ONGC,2023-03,+,-,-,+--,Reinvestor / Shareholder Returns
ONGC,2024-03,+,-,-,+--,Reinvestor / Shareholder Returns
PFC,2013-03,-,+,+,-++,Distress — External Funding to Survive
PFC,2014-03,-,+,+,-++,Distress — External Funding to Survive
PFC,2015-03,-,-,+,--+,Heavy Investment Phase (external funded)
PFC,2016-03,-,-,+,--+,Heavy Investment Phase (external funded)
PFC,2017-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
PFC,2018-03,-,+,+,-++,Distress — External Funding to Survive
PFC,2019-03,-,-,+,--+,Heavy Investment Phase (external funded)
PFC,2020-03,-,-,+,--+,Heavy Investment Phase (external funded)
PFC,2021-03,-,+,+,-++,Distress — External Funding to Survive
PFC,2022-03,+,-,-,+--,Reinvestor / Shareholder Returns
PFC,2023-03,-,-,+,--+,Heavy Investment Phase (external funded)
PFC,2024-03,-,-,+,--+,Heavy Investment Phase (external funded)
PIDILITIND,2013-03,+,-,-,+--,Reinvestor / Shareholder Returns
PIDILITIND,2014-03,+,-,-,+--,Reinvestor / Shareholder Returns
PIDILITIND,2015-03,+,-,-,+--,Reinvestor / Shareholder Returns
PIDILITIND,2016-03,+,-,-,+--,Reinvestor / Shareholder Returns
PIDILITIND,2017-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
PIDILITIND,2018-03,+,+,-,++-,Divesting & Returning Capital
PIDILITIND,2019-03,+,-,-,+--,Reinvestor / Shareholder Returns
PIDILITIND,2020-03,+,+,-,++-,Divesting & Returning Capital
PIDILITIND,2021-03,+,-,-,+--,Reinvestor / Shareholder Returns
PIDILITIND,2022-03,+,-,-,+--,Reinvestor / Shareholder Returns
PIDILITIND,2023-03,+,-,-,+--,Reinvestor / Shareholder Returns
PIDILITIND,2024-03,+,-,-,+--,Reinvestor / Shareholder Returns
PNB,2013-03,-,-,-,---,Cash Burn — Self-funded Investment
PNB,2014-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
PNB,2015-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
PNB,2016-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
PNB,2017-03,+,+,-,++-,Divesting & Returning Capital
PNB,2018-03,-,+,+,-++,Distress — External Funding to Survive
PNB,2019-03,-,-,+,--+,Heavy Investment Phase (external funded)
PNB,2020-03,-,-,+,--+,Heavy Investment Phase (external funded)
PNB,2021-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
PNB,2022-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
PNB,2023-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
PNB,2024-03,-,-,+,--+,Heavy Investment Phase (external funded)
POWERGRID,2013-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
POWERGRID,2014-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
POWERGRID,2015-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
POWERGRID,2016-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
POWERGRID,2017-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
POWERGRID,2018-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
POWERGRID,2019-03,+,-,-,+--,Reinvestor / Shareholder Returns
POWERGRID,2020-03,+,-,-,+--,Reinvestor / Shareholder Returns
POWERGRID,2021-03,+,-,-,+--,Reinvestor / Shareholder Returns
POWERGRID,2022-03,+,+,-,++-,Divesting & Returning Capital
POWERGRID,2023-03,+,-,-,+--,Reinvestor / Shareholder Returns
POWERGRID,2024-03,+,-,-,+--,Reinvestor / Shareholder Returns
RECLTD,2013-03,-,+,+,-++,Distress — External Funding to Survive
RECLTD,2014-03,-,+,+,-++,Distress — External Funding to Survive
RECLTD,2015-03,-,+,+,-++,Distress — External Funding to Survive
RECLTD,2016-03,-,-,+,--+,Heavy Investment Phase (external funded)
RECLTD,2017-03,+,-,-,+--,Reinvestor / Shareholder Returns
RECLTD,2018-03,-,+,+,-++,Distress — External Funding to Survive
RECLTD,2019-03,-,+,+,-++,Distress — External Funding to Survive
RECLTD,2020-03,-,+,+,-++,Distress — External Funding to Survive
RECLTD,2021-03,-,+,+,-++,Distress — External Funding to Survive
RECLTD,2022-03,-,-,+,--+,Heavy Investment Phase (external funded)
RECLTD,2023-03,-,-,+,--+,Heavy Investment Phase (external funded)
RECLTD,2024-03,-,-,+,--+,Heavy Investment Phase (external funded)
RELIANCE,2013-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
RELIANCE,2014-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
RELIANCE,2015-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
RELIANCE,2016-03,+,-,-,+--,Reinvestor / Shareholder Returns
RELIANCE,2017-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
RELIANCE,2018-03,+,-,-,+--,Reinvestor / Shareholder Returns
RELIANCE,2019-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
RELIANCE,2020-03,+,-,-,+--,Reinvestor / Shareholder Returns
RELIANCE,2021-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
RELIANCE,2022-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
RELIANCE,2023-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
RELIANCE,2024-03,+,-,-,+--,Reinvestor / Shareholder Returns
SBILIFE,2013-03,+,-,-,+--,Reinvestor / Shareholder Returns
SBILIFE,2014-03,+,-,-,+--,Reinvestor / Shareholder Returns
SBILIFE,2015-03,+,-,-,+--,Reinvestor / Shareholder Returns
SBILIFE,2016-03,+,-,-,+--,Reinvestor / Shareholder Returns
SBILIFE,2017-03,+,-,-,+--,Reinvestor / Shareholder Returns
SBILIFE,2018-03,+,-,-,+--,Reinvestor / Shareholder Returns
SBILIFE,2019-03,+,-,-,+--,Reinvestor / Shareholder Returns
SBILIFE,2020-03,+,-,-,+--,Reinvestor / Shareholder Returns
SBILIFE,2021-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
SBILIFE,2022-03,+,-,-,+--,Reinvestor / Shareholder Returns
SBILIFE,2023-03,+,-,-,+--,Reinvestor / Shareholder Returns
SBILIFE,2024-03,+,-,-,+--,Reinvestor / Shareholder Returns
SHREECEM,2013-06,+,-,-,+--,Reinvestor / Shareholder Returns
SHREECEM,2014-06,+,-,-,+--,Reinvestor / Shareholder Returns
SHREECEM,2015-06,+,-,-,+--,Reinvestor / Shareholder Returns
SHREECEM,2017-03,+,-,-,+--,Reinvestor / Shareholder Returns
SHREECEM,2018-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
SHREECEM,2019-03,+,-,-,+--,Reinvestor / Shareholder Returns
SHREECEM,2020-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
SHREECEM,2021-03,+,-,-,+--,Reinvestor / Shareholder Returns
SHREECEM,2022-03,+,-,-,+--,Reinvestor / Shareholder Returns
SHREECEM,2023-03,+,-,-,+--,Reinvestor / Shareholder Returns
SHREECEM,2024-03,+,-,-,+--,Reinvestor / Shareholder Returns
SHRIRAMFIN,2013-03,-,-,+,--+,Heavy Investment Phase (external funded)
SHRIRAMFIN,2014-03,-,-,+,--+,Heavy Investment Phase (external funded)
SHRIRAMFIN,2015-03,-,-,+,--+,Heavy Investment Phase (external funded)
SHRIRAMFIN,2016-03,-,-,+,--+,Heavy Investment Phase (external funded)
SHRIRAMFIN,2017-03,-,-,+,--+,Heavy Investment Phase (external funded)
SHRIRAMFIN,2018-03,-,+,+,-++,Distress — External Funding to Survive
SHRIRAMFIN,2019-03,-,-,+,--+,Heavy Investment Phase (external funded)
SHRIRAMFIN,2020-03,-,-,+,--+,Heavy Investment Phase (external funded)
SHRIRAMFIN,2021-03,-,-,+,--+,Heavy Investment Phase (external funded)
SHRIRAMFIN,2022-03,-,-,+,--+,Heavy Investment Phase (external funded)
SHRIRAMFIN,2023-03,-,+,+,-++,Distress — External Funding to Survive
SHRIRAMFIN,2024-03,-,-,+,--+,Heavy Investment Phase (external funded)
SIEMENS,2011-09,+,+,-,++-,Divesting & Returning Capital
SIEMENS,2014-09,+,+,-,++-,Divesting & Returning Capital
SIEMENS,2015-09,+,+,-,++-,Divesting & Returning Capital
SIEMENS,2016-09,+,+,-,++-,Divesting & Returning Capital
SIEMENS,2017-09,+,+,-,++-,Divesting & Returning Capital
SIEMENS,2018-09,+,-,-,+--,Reinvestor / Shareholder Returns
SIEMENS,2019-09,+,-,-,+--,Reinvestor / Shareholder Returns
SIEMENS,2020-09,+,+,-,++-,Divesting & Returning Capital
SIEMENS,2021-09,+,-,-,+--,Reinvestor / Shareholder Returns
SIEMENS,2022-09,+,-,-,+--,Reinvestor / Shareholder Returns
SIEMENS,2023-09,+,-,-,+--,Reinvestor / Shareholder Returns
SIEMENS,2024-09,+,-,-,+--,Reinvestor / Shareholder Returns
SUNPHARMA,2013-03,+,-,-,+--,Reinvestor / Shareholder Returns
SUNPHARMA,2014-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
SUNPHARMA,2015-03,+,-,-,+--,Reinvestor / Shareholder Returns
SUNPHARMA,2016-03,+,-,-,+--,Reinvestor / Shareholder Returns
SUNPHARMA,2017-03,+,-,-,+--,Reinvestor / Shareholder Returns
SUNPHARMA,2018-03,+,-,-,+--,Reinvestor / Shareholder Returns
SUNPHARMA,2019-03,+,-,-,+--,Reinvestor / Shareholder Returns
SUNPHARMA,2020-03,+,-,-,+--,Reinvestor / Shareholder Returns
SUNPHARMA,2021-03,+,+,-,++-,Divesting & Returning Capital
SUNPHARMA,2022-03,+,-,-,+--,Reinvestor / Shareholder Returns
SUNPHARMA,2023-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
SUNPHARMA,2024-03,+,-,-,+--,Reinvestor / Shareholder Returns
TATACONSUM,2013-03,+,+,+,+++,Other / Mixed Pattern
TATACONSUM,2014-03,+,-,-,+--,Reinvestor / Shareholder Returns
TATACONSUM,2015-03,+,-,-,+--,Reinvestor / Shareholder Returns
TATACONSUM,2016-03,+,+,-,++-,Divesting & Returning Capital
TATACONSUM,2017-03,+,+,-,++-,Divesting & Returning Capital
TATACONSUM,2018-03,+,-,-,+--,Reinvestor / Shareholder Returns
TATACONSUM,2019-03,+,+,-,++-,Divesting & Returning Capital
TATACONSUM,2020-03,+,-,-,+--,Reinvestor / Shareholder Returns
TATACONSUM,2021-03,+,-,-,+--,Reinvestor / Shareholder Returns
TATACONSUM,2022-03,+,-,-,+--,Reinvestor / Shareholder Returns
TATACONSUM,2023-03,+,-,-,+--,Reinvestor / Shareholder Returns
TATACONSUM,2024-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
TATAMOTORS,2013-03,+,-,-,+--,Reinvestor / Shareholder Returns
TATAMOTORS,2014-03,+,-,-,+--,Reinvestor / Shareholder Returns
TATAMOTORS,2015-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
TATAMOTORS,2016-03,+,-,-,+--,Reinvestor / Shareholder Returns
TATAMOTORS,2017-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
TATAMOTORS,2018-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
TATAMOTORS,2019-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
TATAMOTORS,2020-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
TATAMOTORS,2021-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
TATAMOTORS,2022-03,+,-,-,+--,Reinvestor / Shareholder Returns
TATAMOTORS,2023-03,+,-,-,+--,Reinvestor / Shareholder Returns
TATAMOTORS,2024-03,+,-,-,+--,Reinvestor / Shareholder Returns
TATAPOWER,2013-03,+,-,-,+--,Reinvestor / Shareholder Returns
TATAPOWER,2014-03,+,-,-,+--,Reinvestor / Shareholder Returns
TATAPOWER,2015-03,+,-,-,+--,Reinvestor / Shareholder Returns
TATAPOWER,2016-03,+,-,-,+--,Reinvestor / Shareholder Returns
TATAPOWER,2017-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
TATAPOWER,2018-03,+,-,-,+--,Reinvestor / Shareholder Returns
TATAPOWER,2019-03,+,-,-,+--,Reinvestor / Shareholder Returns
TATAPOWER,2020-03,+,-,-,+--,Reinvestor / Shareholder Returns
TATAPOWER,2021-03,+,+,-,++-,Divesting & Returning Capital
TATAPOWER,2022-03,+,-,-,+--,Reinvestor / Shareholder Returns
TATAPOWER,2023-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
TATAPOWER,2024-03,+,-,-,+--,Reinvestor / Shareholder Returns
TATASTEEL,2013-03,+,-,-,+--,Reinvestor / Shareholder Returns
TATASTEEL,2014-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
TATASTEEL,2015-03,+,-,-,+--,Reinvestor / Shareholder Returns
TATASTEEL,2016-03,+,-,-,+--,Reinvestor / Shareholder Returns
TATASTEEL,2017-03,+,-,-,+--,Reinvestor / Shareholder Returns
TATASTEEL,2018-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
TATASTEEL,2019-03,+,-,-,+--,Reinvestor / Shareholder Returns
TATASTEEL,2020-03,+,-,-,+--,Reinvestor / Shareholder Returns
TATASTEEL,2021-03,+,-,-,+--,Reinvestor / Shareholder Returns
TATASTEEL,2022-03,+,-,-,+--,Reinvestor / Shareholder Returns
TATASTEEL,2023-03,+,-,-,+--,Reinvestor / Shareholder Returns
TATASTEEL,2024-03,+,-,-,+--,Reinvestor / Shareholder Returns
TCS,2013-03,+,-,-,+--,Reinvestor / Shareholder Returns
TCS,2014-03,+,-,-,+--,Reinvestor / Shareholder Returns
TCS,2015-03,+,-,-,+--,Reinvestor / Shareholder Returns
TCS,2016-03,+,-,-,+--,Reinvestor / Shareholder Returns
TCS,2017-03,+,-,-,+--,Reinvestor / Shareholder Returns
TCS,2018-03,+,+,-,++-,Divesting & Returning Capital
TCS,2019-03,+,+,-,++-,Divesting & Returning Capital
TCS,2020-03,+,+,-,++-,Divesting & Returning Capital
TCS,2021-03,+,-,-,+--,Reinvestor / Shareholder Returns
TCS,2022-03,+,-,-,+--,Reinvestor / Shareholder Returns
TCS,2023-03,+,+,-,++-,Divesting & Returning Capital
TCS,2024-03,+,+,-,++-,Divesting & Returning Capital
TECHM,2013-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
TECHM,2014-03,+,+,-,++-,Divesting & Returning Capital
TECHM,2015-03,+,-,-,+--,Reinvestor / Shareholder Returns
TECHM,2016-03,+,-,-,+--,Reinvestor / Shareholder Returns
TECHM,2017-03,+,-,-,+--,Reinvestor / Shareholder Returns
TECHM,2018-03,+,-,-,+--,Reinvestor / Shareholder Returns
TECHM,2019-03,+,-,-,+--,Reinvestor / Shareholder Returns
TECHM,2020-03,+,+,-,++-,Divesting & Returning Capital
TECHM,2021-03,+,-,-,+--,Reinvestor / Shareholder Returns
TECHM,2022-03,+,+,-,++-,Divesting & Returning Capital
TECHM,2023-03,+,-,-,+--,Reinvestor / Shareholder Returns
TECHM,2024-03,+,-,-,+--,Reinvestor / Shareholder Returns
TITAN,2013-03,+,-,-,+--,Reinvestor / Shareholder Returns
TITAN,2014-03,-,-,+,--+,Heavy Investment Phase (external funded)
TITAN,2015-03,+,-,-,+--,Reinvestor / Shareholder Returns
TITAN,2016-03,+,-,-,+--,Reinvestor / Shareholder Returns
TITAN,2017-03,+,-,-,+--,Reinvestor / Shareholder Returns
TITAN,2018-03,-,+,-,-+-,Distress — Asset Sale + Debt Repay
TITAN,2019-03,+,-,-,+--,Reinvestor / Shareholder Returns
TITAN,2020-03,-,+,-,-+-,Distress — Asset Sale + Debt Repay
TITAN,2021-03,+,-,-,+--,Reinvestor / Shareholder Returns
TITAN,2022-03,-,+,-,-+-,Distress — Asset Sale + Debt Repay
TITAN,2023-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
TITAN,2024-03,+,-,-,+--,Reinvestor / Shareholder Returns
TORNTPHARM,2013-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
TORNTPHARM,2014-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
TORNTPHARM,2015-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
TORNTPHARM,2016-03,+,-,-,+--,Reinvestor / Shareholder Returns
TORNTPHARM,2017-03,+,-,-,+--,Reinvestor / Shareholder Returns
TORNTPHARM,2018-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
TORNTPHARM,2019-03,+,-,-,+--,Reinvestor / Shareholder Returns
TORNTPHARM,2020-03,+,+,-,++-,Divesting & Returning Capital
TORNTPHARM,2021-03,+,-,-,+--,Reinvestor / Shareholder Returns
TORNTPHARM,2022-03,+,-,-,+--,Reinvestor / Shareholder Returns
TORNTPHARM,2023-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
TORNTPHARM,2024-03,+,-,-,+--,Reinvestor / Shareholder Returns
TRENT,2013-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
TRENT,2014-03,-,-,-,---,Cash Burn — Self-funded Investment
TRENT,2015-03,-,-,+,--+,Heavy Investment Phase (external funded)
TRENT,2016-03,+,-,-,+--,Reinvestor / Shareholder Returns
TRENT,2017-03,+,-,-,+--,Reinvestor / Shareholder Returns
TRENT,2018-03,+,-,-,+--,Reinvestor / Shareholder Returns
TRENT,2019-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
TRENT,2020-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
TRENT,2021-03,+,+,-,++-,Divesting & Returning Capital
TRENT,2022-03,+,+,-,++-,Divesting & Returning Capital
TRENT,2023-03,+,-,-,+--,Reinvestor / Shareholder Returns
TRENT,2024-03,+,-,-,+--,Reinvestor / Shareholder Returns
TVSMOTOR,2013-03,+,-,-,+--,Reinvestor / Shareholder Returns
TVSMOTOR,2014-03,+,-,-,+--,Reinvestor / Shareholder Returns
TVSMOTOR,2015-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
TVSMOTOR,2016-03,+,-,-,+--,Reinvestor / Shareholder Returns
TVSMOTOR,2017-03,+,-,-,+--,Reinvestor / Shareholder Returns
TVSMOTOR,2018-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
TVSMOTOR,2019-03,-,-,+,--+,Heavy Investment Phase (external funded)
TVSMOTOR,2020-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
TVSMOTOR,2021-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
TVSMOTOR,2022-03,-,-,+,--+,Heavy Investment Phase (external funded)
TVSMOTOR,2023-03,-,-,+,--+,Heavy Investment Phase (external funded)
TVSMOTOR,2024-03,-,-,+,--+,Heavy Investment Phase (external funded)
INDIGO,2013-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
INDIGO,2014-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
INDIGO,2015-03,+,-,-,+--,Reinvestor / Shareholder Returns
INDIGO,2016-03,+,-,-,+--,Reinvestor / Shareholder Returns
INDIGO,2017-03,+,-,-,+--,Reinvestor / Shareholder Returns
INDIGO,2018-03,+,-,+,+-+,Aggressive Growth (ops+external funding)
INDIGO,2019-03,+,-,-,+--,Reinvestor / Shareholder Returns
INDIGO,2020-03,+,-,-,+--,Reinvestor / Shareholder Returns
INDIGO,2021-03,-,+,-,-+-,Distress — Asset Sale + Debt Repay
INDIGO,2022-03,+,+,-,++-,Divesting & Returning Capital
INDIGO,2023-03,+,-,-,+--,Reinvestor / Shareholder Returns
INDIGO,2024-03,+,-,-,+--,Reinvestor / Shareholder Returns
